sample_id,model_idx,scenario_idx,success,Ra,La,J,b,Kt,Ke,gain_proxy,Te,Tm,reference_type,ref_amplitude,ref_secondary_amplitude,disturbance_amplitude,noise_std,q1,q2,r1,iae,ise,control_energy,control_variation,overshoot,settling_time,meta_cost,search_method,sample_dir
116,11,6,True,2.1681961610687894,0.5702669298804408,0.026244051957978007,0.18071865748838734,0.1006170078857563,0.09496812807731303,0.250672118255672,0.26301445419003683,0.1452204898083885,sine,65.82620415365139,32.90300571820417,0.16874098006199806,0.15957824730403503,0.026086022527814775,0.02608995824123085,0.9771971316350848,135.63980033158583,7705.118581745039,1342.4136587864093,1.5999932058370059,0.0,2.4,15885.557247084449,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000116
117,11,7,True,2.1681961610687894,0.5702669298804408,0.026244051957978007,0.18071865748838734,0.1006170078857563,0.09496812807731303,0.250672118255672,0.26301445419003683,0.1452204898083885,multi_step,66.10994301549076,85.99513011292788,-0.06291454289801765,0.08861775062463628,14.051670721568993,19.336738432486307,0.02938841189826905,165.48010732591356,11594.627803650936,1342.4095598530648,1.5999933174018113,0.0,2.4,23754.096406938137,LHS,mpc_qr_dataset_streaming\samples\sample_000117
118,11,8,True,2.1681961610687894,0.5702669298804408,0.026244051957978007,0.18071865748838734,0.1006170078857563,0.09496812807731303,0.250672118255672,0.26301445419003683,0.1452204898083885,step,104.60075613079087,24.025373993992375,0.1967230865990513,0.2657069057986219,17.61582308159802,0.6465316507047884,0.0020315176020518945,237.76213494917513,23560.6054164783,1342.4098287126576,1.5999841690741183,0.0,2.4,47902.89772844821,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000118
119,11,9,True,2.1681961610687894,0.5702669298804408,0.026244051957978007,0.18071865748838734,0.1006170078857563,0.09496812807731303,0.250672118255672,0.26301445419003683,0.1452204898083885,sine,50.24802811379281,114.75355996659923,0.024727572025199734,0.3598912675107731,1.9887800396434199,7.184602463757497,0.9500391368376078,240.89425694067873,24375.74290687795,1342.410124011352,1.5999982447960417,0.0,2.4,49542.56909069074,LHS,mpc_qr_dataset_streaming\samples\sample_000119
120,12,0,True,2.0071473214010833,0.5814172653819016,0.019870213830989344,0.21764861577719904,0.09684724866600108,0.09816313336462028,0.21697132635522648,0.2896734381091892,0.09129492397658959,multi_step,32.580701831228524,29.17236790590067,-0.19209342186292333,0.16327342133588996,0.9131311273340015,1.0000921164025482,0.0026086022527814774,62.20346323980375,1630.1378599075176,1342.3996806105004,1.6000003219350454,0.0,2.4,3515.2860935810677,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000120
121,12,1,True,2.0071473214010833,0.5814172653819016,0.019870213830989344,0.21764861577719904,0.09684724866600108,0.09816313336462028,0.21697132635522648,0.2896734381091892,0.09129492397658959,sine,97.81514225440124,106.06304013961301,-0.08993898975931468,0.06932724811670976,30.9884862440548,0.26446527647492046,0.002659456658783027,240.35906810416884,24072.99883848821,1342.4062088330327,1.5999995426262192,0.0,2.4,48935.4751917077,LHS,mpc_qr_dataset_streaming\samples\sample_000121
122,12,2,True,2.0071473214010833,0.5814172653819016,0.019870213830989344,0.21764861577719904,0.09684724866600108,0.09816313336462028,0.21697132635522648,0.2896734381091892,0.09129492397658959,step,87.47365473492779,111.03269101852524,0.18116898739422632,0.3050302414435869,28.398027609272898,8.192329753940347,0.002802872141626644,200.52699395661512,16758.296089194442,1342.4133280018282,1.599996397850683,0.0,2.4,34186.573826478714,LHS,mpc_qr_dataset_streaming\samples\sample_000122
123,12,3,True,2.0071473214010833,0.5814172653819016,0.019870213830989344,0.21764861577719904,0.09684724866600108,0.09816313336462028,0.21697132635522648,0.2896734381091892,0.09129492397658959,sine,82.54781569139362,52.049116167801614,-0.1907089670612966,0.20003072306737768,0.026088805349536358,0.026089478322638165,0.02356818532096136,176.77335854361374,13036.697672198774,1342.40498528281,1.599977629658645,0.0,2.4,26672.11566817401,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000123
124,12,4,True,2.0071473214010833,0.5814172653819016,0.019870213830989344,0.21764861577719904,0.09684724866600108,0.09816313336462028,0.21697132635522648,0.2896734381091892,0.09129492397658959,sine,81.02274444332458,64.39428863959763,0.017819360816535845,0.24491212804623136,0.026086022527814775,0.04590693500785244,0.0008149579849477664,177.11459565899378,13089.587021435927,1342.4067851638113,1.599992663086463,0.0,2.4,26778.918168740183,LHS+Powell,mpc_qr_dataset_streaming\samples\sample_000124
125,12,5,True,2.0071473214010833,0.5814172653819016,0.019870213830989344,0.21764861577719904,0.09684724866600108,0.09816313336462028,0.21697132635522648,0.2896734381091892,0.09129492397658959,multi_step,53.41112669587556,44.42050007658882,0.19128177230582455,0.37249576288984426,1.2116627494141903,1.796232924217445,0.18156245183474723,107.70645168275315,4883.8876649174745,1342.4011101109406,1.6000023055817068,0.0,2.4,10159.294740504036,LHS,mpc_qr_dataset_streaming\samples\sample_000125
